date,time,latitude,longitude,year,month,day,week,day_of_week,coordinates
2011-08-29,7:02:18 PM,42.39310333333329,-88.0931816666667,2011,8,29,35,0,"(42.393103, -88.093182)"
2011-08-29,7:02:28 PM,42.3931183333333,-88.0937366666667,2011,8,29,35,0,"(42.393118, -88.093737)"
2011-08-29,7:02:38 PM,42.393423333333295,-88.09389499999999,2011,8,29,35,0,"(42.393423, -88.093895)"
2011-08-29,7:02:48 PM,42.3937433333333,-88.094075,2011,8,29,35,0,"(42.393743, -88.094075)"
2011-08-29,7:02:58 PM,42.394104999999996,-88.09425,2011,8,29,35,0,"(42.394105, -88.09425)"
2011-08-29,7:03:08 PM,42.394478333333296,-88.0942233333333,2011,8,29,35,0,"(42.394478, -88.094223)"
2011-08-29,7:03:18 PM,42.394859999999994,-88.0941983333333,2011,8,29,35,0,"(42.39486, -88.094198)"
2011-08-29,7:03:28 PM,42.395084999999995,-88.094515,2011,8,29,35,0,"(42.395085, -88.094515)"
2011-08-29,7:03:38 PM,42.395095,-88.0950266666667,2011,8,29,35,0,"(42.395095, -88.095027)"
2011-08-29,7:03:48 PM,42.395078333333295,-88.09552,2011,8,29,35,0,"(42.395078, -88.09552)"
2011-08-29,7:03:58 PM,42.395351666666706,-88.09577166666669,2011,8,29,35,0,"(42.395352, -88.095772)"
2011-08-29,7:04:08 PM,42.3956966666667,-88.0958333333333,2011,8,29,35,0,"(42.395697, -88.095833)"
2011-08-29,7:04:18 PM,42.3959833333333,-88.0957566666667,2011,8,29,35,0,"(42.395983, -88.095757)"
2011-08-29,7:04:48 PM,42.3952183333333,-88.095685,2011,8,29,35,0,"(42.395218, -88.095685)"
2011-08-29,7:04:58 PM,42.3949316666667,-88.095555,2011,8,29,35,0,"(42.394932, -88.095555)"
2011-08-29,7:05:08 PM,42.3946166666667,-88.0955966666667,2011,8,29,35,0,"(42.394617, -88.095597)"
2011-08-29,7:05:18 PM,42.394290000000005,-88.0956,2011,8,29,35,0,"(42.39429, -88.0956)"
2011-08-29,7:05:28 PM,42.3939566666667,-88.095485,2011,8,29,35,0,"(42.393957, -88.095485)"
2011-08-29,7:05:38 PM,42.3936733333333,-88.0953716666667,2011,8,29,35,0,"(42.393673, -88.095372)"
2011-08-29,7:05:48 PM,42.393331666666704,-88.0952216666667,2011,8,29,35,0,"(42.393332, -88.095222)"
2011-08-29,7:05:58 PM,42.3930366666667,-88.0951433333333,2011,8,29,35,0,"(42.393037, -88.095143)"
2011-08-29,7:06:08 PM,42.3926466666667,-88.0951383333333,2011,8,29,35,0,"(42.392647, -88.095138)"
2011-08-29,7:06:18 PM,42.392348333333295,-88.09514,2011,8,29,35,0,"(42.392348, -88.09514)"
2011-08-29,7:06:28 PM,42.392236666666705,-88.095455,2011,8,29,35,0,"(42.392237, -88.095455)"
2011-08-29,7:06:38 PM,42.3922466666667,-88.09598000000001,2011,8,29,35,0,"(42.392247, -88.09598)"
2011-08-29,7:06:48 PM,42.392463333333296,-88.096435,2011,8,29,35,0,"(42.392463, -88.096435)"
2011-08-29,7:06:58 PM,42.392838333333295,-88.09644499999999,2011,8,29,35,0,"(42.392838, -88.096445)"
2011-08-29,7:07:08 PM,42.39319333333329,-88.0964466666667,2011,8,29,35,0,"(42.393193, -88.096447)"
2011-08-29,7:07:18 PM,42.393488333333295,-88.0962666666667,2011,8,29,35,0,"(42.393488, -88.096267)"
2011-08-29,7:07:28 PM,42.393603333333296,-88.0959166666667,2011,8,29,35,0,"(42.393603, -88.095917)"
2011-08-29,7:07:38 PM,42.3936783333333,-88.0955933333333,2011,8,29,35,0,"(42.393678, -88.095593)"
2011-08-29,7:08:18 PM,42.392526666666704,-88.0951483333333,2011,8,29,35,0,"(42.392527, -88.095148)"
2011-08-29,7:08:28 PM,42.392196666666706,-88.0951633333333,2011,8,29,35,0,"(42.392197, -88.095163)"
2011-08-29,7:08:38 PM,42.39186,-88.09514,2011,8,29,35,0,"(42.39186, -88.09514)"
2011-08-29,7:08:48 PM,42.391518333333295,-88.0951433333333,2011,8,29,35,0,"(42.391518, -88.095143)"
2011-08-29,7:08:58 PM,42.391296666666705,-88.0952033333333,2011,8,29,35,0,"(42.391297, -88.095203)"
2011-08-29,7:09:08 PM,42.391275,-88.0956083333333,2011,8,29,35,0,"(42.391275, -88.095608)"
2011-08-29,7:09:18 PM,42.39127,-88.096035,2011,8,29,35,0,"(42.39127, -88.096035)"
2011-08-29,7:09:28 PM,42.3912383333333,-88.0964683333333,2011,8,29,35,0,"(42.391238, -88.096468)"
2011-08-29,7:09:38 PM,42.3909516666667,-88.0964366666667,2011,8,29,35,0,"(42.390952, -88.096437)"
2011-08-29,7:09:48 PM,42.3906416666667,-88.09644,2011,8,29,35,0,"(42.390642, -88.09644)"
2011-08-29,7:09:58 PM,42.390335,-88.0964433333333,2011,8,29,35,0,"(42.390335, -88.096443)"
2011-08-29,7:10:08 PM,42.3900483333333,-88.096435,2011,8,29,35,0,"(42.390048, -88.096435)"
2011-08-29,7:10:18 PM,42.38987,-88.0962583333333,2011,8,29,35,0,"(42.38987, -88.096258)"
2011-08-29,7:10:28 PM,42.389866666666705,-88.0958783333333,2011,8,29,35,0,"(42.389867, -88.095878)"
2011-08-29,7:10:38 PM,42.389858333333294,-88.0954866666667,2011,8,29,35,0,"(42.389858, -88.095487)"
2011-08-29,7:10:48 PM,42.389855,-88.09508000000001,2011,8,29,35,0,"(42.389855, -88.09508)"
2011-08-29,7:10:58 PM,42.389843333333296,-88.0946666666667,2011,8,29,35,0,"(42.389843, -88.094667)"
2011-08-29,7:11:08 PM,42.389835,-88.0942183333333,2011,8,29,35,0,"(42.389835, -88.094218)"
2011-08-29,7:11:18 PM,42.389711666666706,-88.09391,2011,8,29,35,0,"(42.389712, -88.09391)"
2011-08-29,7:11:28 PM,42.38946,-88.09389499999999,2011,8,29,35,0,"(42.38946, -88.093895)"
2011-08-29,7:11:58 PM,42.3897216666667,-88.09383333333331,2011,8,29,35,0,"(42.389722, -88.093833)"
2011-08-29,7:12:28 PM,42.3898566666667,-88.09490500000001,2011,8,29,35,0,"(42.389857, -88.094905)"
2011-08-29,7:12:38 PM,42.390066666666705,-88.095155,2011,8,29,35,0,"(42.390067, -88.095155)"
2011-08-29,7:12:48 PM,42.390570000000004,-88.0951433333333,2011,8,29,35,0,"(42.39057, -88.095143)"
2011-08-29,7:12:58 PM,42.3909533333333,-88.095145,2011,8,29,35,0,"(42.390953, -88.095145)"
2011-08-29,7:13:08 PM,42.391225,-88.0951533333333,2011,8,29,35,0,"(42.391225, -88.095153)"
2011-08-29,7:13:18 PM,42.3915316666667,-88.095155,2011,8,29,35,0,"(42.391532, -88.095155)"
2011-08-29,7:13:28 PM,42.391855,-88.0951716666667,2011,8,29,35,0,"(42.391855, -88.095172)"
2011-08-29,7:14:08 PM,42.3929883333333,-88.09496999999999,2011,8,29,35,0,"(42.392988, -88.09497)"
2011-08-29,7:14:18 PM,42.3930533333333,-88.094515,2011,8,29,35,0,"(42.393053, -88.094515)"
2011-08-29,7:14:28 PM,42.3930933333333,-88.09405500000001,2011,8,29,35,0,"(42.393093, -88.094055)"
2011-08-29,7:14:38 PM,42.3929016666667,-88.0938533333333,2011,8,29,35,0,"(42.392902, -88.093853)"
2011-08-29,7:14:48 PM,42.3925866666667,-88.0938666666667,2011,8,29,35,0,"(42.392587, -88.093867)"
2011-08-29,7:14:58 PM,42.3923083333333,-88.0938733333333,2011,8,29,35,0,"(42.392308, -88.093873)"
2011-08-29,7:15:18 PM,42.3921833333333,-88.0937666666667,2011,8,29,35,0,"(42.392183, -88.093767)"
2011-08-29,7:15:28 PM,42.392508333333296,-88.09384666666669,2011,8,29,35,0,"(42.392508, -88.093847)"
2011-09-07,7:52:52 PM,41.9814333333333,-87.7877766666667,2011,9,7,36,2,"(41.981433, -87.787777)"
2011-09-07,7:53:02 PM,41.9809983333333,-87.7877783333333,2011,9,7,36,2,"(41.980998, -87.787778)"
2011-09-07,7:53:12 PM,41.98056,-87.7877616666667,2011,9,7,36,2,"(41.98056, -87.787762)"
2011-09-07,7:53:22 PM,41.9801983333333,-87.7877583333333,2011,9,7,36,2,"(41.980198, -87.787758)"
2011-09-07,7:53:32 PM,41.9797516666667,-87.78776500000001,2011,9,7,36,2,"(41.979752, -87.787765)"
2011-09-07,7:53:42 PM,41.9793516666667,-87.7877533333333,2011,9,7,36,2,"(41.979352, -87.787753)"
2011-09-07,7:53:52 PM,41.97885,-87.7877633333333,2011,9,7,36,2,"(41.97885, -87.787763)"
2011-09-07,7:54:02 PM,41.978398333333296,-87.7877733333333,2011,9,7,36,2,"(41.978398, -87.787773)"
2011-09-07,7:54:12 PM,41.977990000000005,-87.78775999999999,2011,9,7,36,2,"(41.97799, -87.78776)"
2011-09-07,7:54:22 PM,41.977495000000005,-87.7877783333333,2011,9,7,36,2,"(41.977495, -87.787778)"
2011-09-07,7:55:42 PM,41.975373333333295,-87.78783666666669,2011,9,7,36,2,"(41.975373, -87.787837)"
2011-09-07,7:55:52 PM,41.9748233333333,-87.7878416666667,2011,9,7,36,2,"(41.974823, -87.787842)"
2011-09-07,7:56:02 PM,41.9742833333333,-87.7878666666667,2011,9,7,36,2,"(41.974283, -87.787867)"
2011-09-07,7:56:12 PM,41.97381,-87.78788,2011,9,7,36,2,"(41.97381, -87.78788)"
2011-09-07,7:56:22 PM,41.9733533333333,-87.78788,2011,9,7,36,2,"(41.973353, -87.78788)"
2011-09-07,7:56:32 PM,41.972905,-87.7878933333333,2011,9,7,36,2,"(41.972905, -87.787893)"
2011-09-07,7:56:42 PM,41.972446666666706,-87.7878933333333,2011,9,7,36,2,"(41.972447, -87.787893)"
2011-09-07,7:56:52 PM,41.9719183333333,-87.7879216666667,2011,9,7,36,2,"(41.971918, -87.787922)"
2011-09-07,7:57:02 PM,41.9713833333333,-87.7879283333333,2011,9,7,36,2,"(41.971383, -87.787928)"
2011-09-07,7:57:12 PM,41.970898333333295,-87.78792,2011,9,7,36,2,"(41.970898, -87.78792)"
2011-09-07,7:57:22 PM,41.9704,-87.7879466666667,2011,9,7,36,2,"(41.9704, -87.787947)"
2011-09-07,7:57:32 PM,41.96987,-87.7879616666667,2011,9,7,36,2,"(41.96987, -87.787962)"
2011-09-07,7:57:42 PM,41.96934,-87.7879783333333,2011,9,7,36,2,"(41.96934, -87.787978)"
2011-09-07,7:58:12 PM,41.9685533333333,-87.78869499999999,2011,9,7,36,2,"(41.968553, -87.788695)"
2011-09-07,7:58:22 PM,41.9685566666667,-87.7891083333333,2011,9,7,36,2,"(41.968557, -87.789108)"
2011-09-07,7:58:32 PM,41.9687633333333,-87.7891483333333,2011,9,7,36,2,"(41.968763, -87.789148)"
2011-09-07,7:59:02 PM,41.968866666666706,-87.789165,2011,9,7,36,2,"(41.968867, -87.789165)"
2011-09-07,7:59:12 PM,41.969145000000005,-87.7891766666667,2011,9,7,36,2,"(41.969145, -87.789177)"
2011-09-07,7:59:22 PM,41.969421666666705,-87.7892016666667,2011,9,7,36,2,"(41.969422, -87.789202)"
2011-09-07,7:59:32 PM,41.969691666666705,-87.7892033333333,2011,9,7,36,2,"(41.969692, -87.789203)"
2011-09-07,7:59:52 PM,41.9702533333333,-87.7892466666667,2011,9,7,36,2,"(41.970253, -87.789247)"
2011-09-07,8:00:02 PM,41.970648333333294,-87.7892433333333,2011,9,7,36,2,"(41.970648, -87.789243)"
2011-09-07,8:00:12 PM,41.9709966666667,-87.7892333333333,2011,9,7,36,2,"(41.970997, -87.789233)"
2011-09-07,8:00:22 PM,41.9713833333333,-87.789225,2011,9,7,36,2,"(41.971383, -87.789225)"
2011-09-07,8:00:32 PM,41.971709999999995,-87.78922666666669,2011,9,7,36,2,"(41.97171, -87.789227)"
2011-09-07,8:00:42 PM,41.972065,-87.7892483333333,2011,9,7,36,2,"(41.972065, -87.789248)"
2011-09-07,8:00:52 PM,41.972455,-87.7892433333333,2011,9,7,36,2,"(41.972455, -87.789243)"
2011-09-07,8:01:02 PM,41.972809999999996,-87.7892466666667,2011,9,7,36,2,"(41.97281, -87.789247)"
2011-09-07,8:01:12 PM,41.9731466666667,-87.7892366666667,2011,9,7,36,2,"(41.973147, -87.789237)"
2011-09-07,8:01:22 PM,41.9734183333333,-87.7892183333333,2011,9,7,36,2,"(41.973418, -87.789218)"
2011-09-07,8:01:42 PM,41.974101666666705,-87.7892283333333,2011,9,7,36,2,"(41.974102, -87.789228)"
2011-09-07,8:01:52 PM,41.9745866666667,-87.7892166666667,2011,9,7,36,2,"(41.974587, -87.789217)"
2011-09-07,8:02:02 PM,41.974948333333295,-87.7892083333333,2011,9,7,36,2,"(41.974948, -87.789208)"
2011-09-07,8:02:32 PM,41.975466666666705,-87.7891733333333,2011,9,7,36,2,"(41.975467, -87.789173)"
2011-09-07,8:02:42 PM,41.975953333333294,-87.78916,2011,9,7,36,2,"(41.975953, -87.78916)"
2011-09-07,8:03:02 PM,41.976428333333295,-87.7891383333333,2011,9,7,36,2,"(41.976428, -87.789138)"
2011-09-07,8:03:12 PM,41.976806666666704,-87.7891483333333,2011,9,7,36,2,"(41.976807, -87.789148)"
2011-09-07,8:03:22 PM,41.9771966666667,-87.78914,2011,9,7,36,2,"(41.977197, -87.78914)"
2011-09-07,8:03:32 PM,41.9775283333333,-87.7891566666667,2011,9,7,36,2,"(41.977528, -87.789157)"
2011-09-07,8:03:42 PM,41.9779583333333,-87.7891516666667,2011,9,7,36,2,"(41.977958, -87.789152)"
2011-09-07,8:03:52 PM,41.97835,-87.7891633333333,2011,9,7,36,2,"(41.97835, -87.789163)"
2011-09-07,8:04:02 PM,41.978745,-87.7891433333333,2011,9,7,36,2,"(41.978745, -87.789143)"
2011-09-07,8:04:12 PM,41.97916,-87.7891316666667,2011,9,7,36,2,"(41.97916, -87.789132)"
2011-09-07,8:04:32 PM,41.9799,-87.789125,2011,9,7,36,2,"(41.9799, -87.789125)"
2011-09-07,8:04:42 PM,41.980413333333296,-87.7891183333333,2011,9,7,36,2,"(41.980413, -87.789118)"
2011-09-07,8:05:02 PM,41.980715000000004,-87.7897016666667,2011,9,7,36,2,"(41.980715, -87.789702)"
2011-09-07,8:05:12 PM,41.980751666666706,-87.79012,2011,9,7,36,2,"(41.980752, -87.79012)"
2011-09-07,8:05:22 PM,41.980585,-87.7902266666667,2011,9,7,36,2,"(41.980585, -87.790227)"
2011-09-07,8:05:32 PM,41.9802516666667,-87.7902133333333,2011,9,7,36,2,"(41.980252, -87.790213)"
2011-09-07,8:05:42 PM,41.97995,-87.7902183333333,2011,9,7,36,2,"(41.97995, -87.790218)"
2011-09-07,8:05:52 PM,41.9795966666667,-87.7902083333333,2011,9,7,36,2,"(41.979597, -87.790208)"
2011-09-07,8:06:02 PM,41.9793116666667,-87.790195,2011,9,7,36,2,"(41.979312, -87.790195)"
2011-09-07,8:06:12 PM,41.979005,-87.7902033333333,2011,9,7,36,2,"(41.979005, -87.790203)"
2011-09-07,8:06:22 PM,41.9786366666667,-87.7902016666667,2011,9,7,36,2,"(41.978637, -87.790202)"
2011-09-07,8:06:32 PM,41.978331666666705,-87.79019833333331,2011,9,7,36,2,"(41.978332, -87.790198)"
2011-09-07,8:06:52 PM,41.977709999999995,-87.790205,2011,9,7,36,2,"(41.97771, -87.790205)"
2011-09-07,8:07:02 PM,41.977343333333295,-87.7902133333333,2011,9,7,36,2,"(41.977343, -87.790213)"
2011-09-07,8:07:22 PM,41.97710666666671,-87.7902366666667,2011,9,7,36,2,"(41.977107, -87.790237)"
2011-09-07,8:07:32 PM,41.9767066666667,-87.7902233333333,2011,9,7,36,2,"(41.976707, -87.790223)"
2011-09-07,8:07:42 PM,41.9762983333333,-87.79024,2011,9,7,36,2,"(41.976298, -87.79024)"
2011-09-07,8:07:52 PM,41.975905,-87.7902516666667,2011,9,7,36,2,"(41.975905, -87.790252)"
2011-09-07,8:08:02 PM,41.9755883333333,-87.7902416666667,2011,9,7,36,2,"(41.975588, -87.790242)"
2011-09-07,8:08:12 PM,41.97526,-87.790225,2011,9,7,36,2,"(41.97526, -87.790225)"
2011-09-07,8:08:22 PM,41.9748033333333,-87.7902466666667,2011,9,7,36,2,"(41.974803, -87.790247)"
2011-09-07,8:08:32 PM,41.97428,-87.79024333333331,2011,9,7,36,2,"(41.97428, -87.790243)"
2011-09-07,8:08:42 PM,41.973785,-87.790255,2011,9,7,36,2,"(41.973785, -87.790255)"
2011-09-07,8:08:52 PM,41.973175,-87.7902683333333,2011,9,7,36,2,"(41.973175, -87.790268)"
2011-09-07,8:09:02 PM,41.972635,-87.79028000000001,2011,9,7,36,2,"(41.972635, -87.79028)"
2011-09-07,8:09:12 PM,41.97225833333329,-87.7902966666667,2011,9,7,36,2,"(41.972258, -87.790297)"
2011-09-07,8:09:22 PM,41.971703333333295,-87.7903133333333,2011,9,7,36,2,"(41.971703, -87.790313)"
2011-09-07,8:09:32 PM,41.971109999999996,-87.7903216666667,2011,9,7,36,2,"(41.97111, -87.790322)"
2011-09-07,8:09:42 PM,41.9706166666667,-87.79034,2011,9,7,36,2,"(41.970617, -87.79034)"
2011-09-07,8:09:52 PM,41.970415,-87.7904883333333,2011,9,7,36,2,"(41.970415, -87.790488)"
2011-09-07,8:10:32 PM,41.970898333333295,-87.79150666666669,2011,9,7,36,2,"(41.970898, -87.791507)"
2011-09-07,8:10:42 PM,41.971325,-87.7915033333333,2011,9,7,36,2,"(41.971325, -87.791503)"
2011-09-07,8:10:52 PM,41.971793333333295,-87.791505,2011,9,7,36,2,"(41.971793, -87.791505)"
2011-09-07,8:11:02 PM,41.9722316666667,-87.7915216666667,2011,9,7,36,2,"(41.972232, -87.791522)"
2011-09-07,8:11:12 PM,41.9727233333333,-87.791525,2011,9,7,36,2,"(41.972723, -87.791525)"
2011-09-07,8:11:22 PM,41.9732383333333,-87.7915283333333,2011,9,7,36,2,"(41.973238, -87.791528)"
2011-09-07,8:11:32 PM,41.973684999999996,-87.7915333333333,2011,9,7,36,2,"(41.973685, -87.791533)"
2011-09-07,8:11:42 PM,41.9742433333333,-87.791545,2011,9,7,36,2,"(41.974243, -87.791545)"
2011-09-07,8:11:52 PM,41.974731666666706,-87.79154,2011,9,7,36,2,"(41.974732, -87.79154)"
2011-09-07,8:12:02 PM,41.9752316666667,-87.791545,2011,9,7,36,2,"(41.975232, -87.791545)"
2011-09-07,8:12:32 PM,41.97568333333329,-87.7915766666667,2011,9,7,36,2,"(41.975683, -87.791577)"
2011-09-07,8:12:42 PM,41.976125,-87.79159666666669,2011,9,7,36,2,"(41.976125, -87.791597)"
2011-09-07,8:12:52 PM,41.97661,-87.79159,2011,9,7,36,2,"(41.97661, -87.79159)"
2011-09-07,8:13:02 PM,41.97706166666671,-87.791575,2011,9,7,36,2,"(41.977062, -87.791575)"
2011-09-07,8:13:12 PM,41.9774516666667,-87.7915616666667,2011,9,7,36,2,"(41.977452, -87.791562)"
2011-09-07,8:13:22 PM,41.9779366666667,-87.7915466666667,2011,9,7,36,2,"(41.977937, -87.791547)"
2011-09-07,8:13:32 PM,41.9784333333333,-87.7915366666667,2011,9,7,36,2,"(41.978433, -87.791537)"
2011-09-07,8:13:42 PM,41.97887,-87.7915283333333,2011,9,7,36,2,"(41.97887, -87.791528)"
2011-09-07,8:13:52 PM,41.978984999999994,-87.79125,2011,9,7,36,2,"(41.978985, -87.79125)"
2011-09-07,8:14:02 PM,41.979003333333296,-87.7907383333333,2011,9,7,36,2,"(41.979003, -87.790738)"
2011-09-07,8:14:12 PM,41.9792083333333,-87.79035,2011,9,7,36,2,"(41.979208, -87.79035)"
2011-09-07,8:14:22 PM,41.979698333333296,-87.79034166666669,2011,9,7,36,2,"(41.979698, -87.790342)"
2011-09-07,8:14:32 PM,41.980188333333295,-87.790335,2011,9,7,36,2,"(41.980188, -87.790335)"
2011-09-07,8:14:42 PM,41.980656666666704,-87.7903283333333,2011,9,7,36,2,"(41.980657, -87.790328)"
2011-09-07,8:14:52 PM,41.980805,-87.7907416666667,2011,9,7,36,2,"(41.980805, -87.790742)"
2011-09-07,8:15:02 PM,41.98082166666671,-87.79143499999999,2011,9,7,36,2,"(41.980822, -87.791435)"
2011-09-07,8:15:12 PM,41.980841666666706,-87.7920583333333,2011,9,7,36,2,"(41.980842, -87.792058)"
2011-09-07,8:15:42 PM,41.980405,-87.7926283333333,2011,9,7,36,2,"(41.980405, -87.792628)"
2011-09-07,8:17:22 PM,41.977661666666705,-87.7926816666667,2011,9,7,36,2,"(41.977662, -87.792682)"
2011-09-07,8:17:32 PM,41.9771,-87.79268,2011,9,7,36,2,"(41.9771, -87.79268)"
2011-09-07,8:17:42 PM,41.97654666666671,-87.7926883333333,2011,9,7,36,2,"(41.976547, -87.792688)"
2011-09-07,8:17:52 PM,41.9759966666667,-87.7927083333333,2011,9,7,36,2,"(41.975997, -87.792708)"
2011-09-07,8:18:02 PM,41.9755866666667,-87.79271,2011,9,7,36,2,"(41.975587, -87.79271)"
2011-09-07,8:18:12 PM,41.975131666666705,-87.7927016666667,2011,9,7,36,2,"(41.975132, -87.792702)"
2011-09-07,8:18:22 PM,41.9747116666667,-87.792675,2011,9,7,36,2,"(41.974712, -87.792675)"
2011-09-07,8:18:32 PM,41.97419,-87.79271,2011,9,7,36,2,"(41.97419, -87.79271)"
2011-09-07,8:18:42 PM,41.9737,-87.792705,2011,9,7,36,2,"(41.9737, -87.792705)"
2011-09-07,8:18:52 PM,41.9731483333333,-87.79271999999999,2011,9,7,36,2,"(41.973148, -87.79272)"
2011-09-07,8:19:02 PM,41.9726283333333,-87.7927333333333,2011,9,7,36,2,"(41.972628, -87.792733)"
2011-09-07,8:19:12 PM,41.9722033333333,-87.79274000000001,2011,9,7,36,2,"(41.972203, -87.79274)"
2011-09-07,8:19:22 PM,41.9716916666667,-87.79276,2011,9,7,36,2,"(41.971692, -87.79276)"
2011-09-07,8:19:32 PM,41.971123333333296,-87.7927666666667,2011,9,7,36,2,"(41.971123, -87.792767)"
2011-09-07,8:19:42 PM,41.970625,-87.7927816666667,2011,9,7,36,2,"(41.970625, -87.792782)"
2011-09-07,8:19:52 PM,41.9701266666667,-87.7928,2011,9,7,36,2,"(41.970127, -87.7928)"
2011-09-07,8:20:02 PM,41.969605,-87.7927916666667,2011,9,7,36,2,"(41.969605, -87.792792)"
2011-09-07,8:20:12 PM,41.969055,-87.79281,2011,9,7,36,2,"(41.969055, -87.79281)"
2011-09-07,8:20:42 PM,41.968615,-87.7930466666667,2011,9,7,36,2,"(41.968615, -87.793047)"
2011-09-07,8:20:52 PM,41.96859,-87.7938466666667,2011,9,7,36,2,"(41.96859, -87.793847)"
2011-09-07,8:21:02 PM,41.9687816666667,-87.79401666666669,2011,9,7,36,2,"(41.968782, -87.794017)"
2011-09-07,8:21:12 PM,41.969238333333294,-87.79403,2011,9,7,36,2,"(41.969238, -87.79403)"
2011-09-07,8:21:22 PM,41.9697216666667,-87.79401666666669,2011,9,7,36,2,"(41.969722, -87.794017)"
2011-09-07,8:21:32 PM,41.9701716666667,-87.794005,2011,9,7,36,2,"(41.970172, -87.794005)"
2011-09-07,8:21:42 PM,41.970575,-87.794015,2011,9,7,36,2,"(41.970575, -87.794015)"
2011-09-07,8:21:52 PM,41.971000000000004,-87.7940183333333,2011,9,7,36,2,"(41.971, -87.794018)"
2011-09-07,8:22:02 PM,41.971445,-87.79401,2011,9,7,36,2,"(41.971445, -87.79401)"
2011-09-07,8:22:12 PM,41.971885,-87.79400333333331,2011,9,7,36,2,"(41.971885, -87.794003)"
2011-09-07,8:22:22 PM,41.972441666666704,-87.79401,2011,9,7,36,2,"(41.972442, -87.79401)"
2011-09-07,8:22:32 PM,41.973043333333294,-87.7939883333333,2011,9,7,36,2,"(41.973043, -87.793988)"
2011-09-07,8:22:52 PM,41.974101666666705,-87.7939733333333,2011,9,7,36,2,"(41.974102, -87.793973)"
2011-09-07,8:23:02 PM,41.97469,-87.79396,2011,9,7,36,2,"(41.97469, -87.79396)"
2011-09-07,8:23:12 PM,41.975151666666704,-87.7939533333333,2011,9,7,36,2,"(41.975152, -87.793953)"
2011-09-07,8:23:22 PM,41.975584999999995,-87.7939516666667,2011,9,7,36,2,"(41.975585, -87.793952)"
2011-09-07,8:23:32 PM,41.97613,-87.7939433333333,2011,9,7,36,2,"(41.97613, -87.793943)"
2011-09-07,8:23:42 PM,41.976620000000004,-87.79392666666669,2011,9,7,36,2,"(41.97662, -87.793927)"
