date,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,num_mosquitos,wnv_present,year,month,day,week,day_of_week,coordinates,station,tmax,tmin,tavg,depart,dew_point,wet_bulb,sunrise,sunset,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,heat_cool,normal
2007-05-29,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,5,29,22,1,"(41.919343, -87.694259)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,2007,5,29,22,1,"(41.921965, -87.632085)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,5,29,22,1,"(41.921965, -87.632085)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2007,5,29,22,1,"(41.688324, -87.676709)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2007,5,29,22,1,"(41.688324, -87.676709)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,2007,5,29,22,1,"(41.862292, -87.64886)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,2007,5,29,22,1,"(41.720848, -87.666014)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2007,5,29,22,1,"(41.731922, -87.677512)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,5,29,22,1,"(41.731922, -87.677512)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,2007,5,29,22,1,"(41.891126, -87.61156)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,2007,5,29,22,1,"(41.891126, -87.61156)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,1,0,2007,5,29,22,1,"(41.999129, -87.795585)",1,88,60,74,10,58,65,421,2000,0.0,29.39,30.11,5.8,18,6.5,-9,64
2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0,2007,5,29,22,1,"(42.01743, -87.687769)",1,88,60,74,10,58,65,421,2000,0.0,29.39,30.11,5.8,18,6.5,-9,64
2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,2007,5,29,22,1,"(41.907645, -87.760886)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,5,29,22,1,"(41.732984, -87.649642)",2,88,65,77,11,59,66,421,2000,0.0,29.44,30.09,5.8,16,7.4,-12,66
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,2007,6,5,23,1,"(41.95469, -87.800991)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0,2007,6,5,23,1,"(41.95469, -87.800991)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,2007,6,5,23,1,"(41.95469, -87.800991)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,2007,6,5,23,1,"(41.974089, -87.824812)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,2007,6,5,23,1,"(41.974089, -87.824812)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,5,23,1,"(41.9216, -87.666455)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,2007,6,5,23,1,"(41.9216, -87.666455)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,5,23,1,"(41.9216, -87.666455)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0,2007,6,5,23,1,"(41.891118, -87.654491)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,5,23,1,"(41.867108, -87.654224)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,5,23,1,"(41.867108, -87.654224)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2007,6,5,23,1,"(41.867108, -87.654224)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2007,6,5,23,1,"(41.896282, -87.655232)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,5,23,1,"(41.919343, -87.694259)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,5,23,1,"(41.919343, -87.694259)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,6,5,23,1,"(41.921965, -87.632085)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,2007,6,5,23,1,"(41.688324, -87.676709)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,2007,6,5,23,1,"(41.720848, -87.666014)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,5,23,1,"(41.731922, -87.677512)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,5,23,1,"(41.731922, -87.677512)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,5,23,1,"(41.731922, -87.677512)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,2,0,2007,6,5,23,1,"(41.999129, -87.795585)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,9,0,2007,6,5,23,1,"(41.999129, -87.795585)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2007,6,5,23,1,"(41.907645, -87.760886)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,6,5,23,1,"(41.732984, -87.649642)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,2,0,2007,6,5,23,1,"(41.981964, -87.812827)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,2007,6,5,23,1,"(41.944869, -87.832763)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,0,2007,6,5,23,1,"(42.011601, -87.811506)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,1,0,2007,6,5,23,1,"(41.94983, -87.698457)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,2007,6,5,23,1,"(41.979243, -87.750938)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,2007,6,5,23,1,"(41.986921, -87.689778)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,1,0,2007,6,5,23,1,"(41.801498, -87.763416)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,2007,6,5,23,1,"(41.906638, -87.701431)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195000000004,-87.64997,5,1,0,2007,6,5,23,1,"(41.723195, -87.64997)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0,2007,6,5,23,1,"(41.868077, -87.666901)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,2007,6,5,23,1,"(41.868077, -87.666901)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,1,0,2007,6,5,23,1,"(41.869216, -87.627561)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,2,0,2007,6,5,23,1,"(41.662014, -87.724608)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,4,0,2007,6,5,23,1,"(41.662014, -87.724608)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,1,0,2007,6,5,23,1,"(41.662014, -87.724608)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,2007,6,5,23,1,"(41.961743, -87.76007)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0,2007,6,5,23,1,"(41.961743, -87.76007)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0,2007,6,5,23,1,"(41.953067, -87.776792)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0,2007,6,5,23,1,"(41.953067, -87.776792)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"Chicago, IL, USA",CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114000000004,-87.629798,3,3,0,2007,6,5,23,1,"(41.878114, -87.629798)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0,2007,6,5,23,1,"(41.958271, -87.702575)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,2007,6,5,23,1,"(41.958271, -87.702575)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,1,0,2007,6,5,23,1,"(41.932094, -87.700117)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0,2007,6,5,23,1,"(41.994469, -87.667736)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0,2007,6,5,23,1,"(42.006858, -87.675919)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0,2007,6,5,23,1,"(41.916265, -87.800515)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,10,0,2007,6,5,23,1,"(41.916265, -87.800515)",1,64,47,56,-9,48,51,417,2000,0.42,29.1,29.79,5.2,5,7.6,9,65
2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,1,0,2007,6,5,23,1,"(41.846075, -87.716277)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,1,0,2007,6,5,23,1,"(41.918705, -87.752329)",2,63,51,57,-10,47,52,417,2000,0.27,29.16,29.78,6.2,3,8.1,8,67
